Collibra Resource ID,Requirement Name,Requirement Description,Collibra Location ID,Published Indicator,Data Quality Requirement Target,Dictionary Reference Number,Extract Timestamp
f19d8706-7b97-4e4f-8984-a68717f42ecb,customer account.Completeness[credit limit amount],A customer account may have at most one credit limit amount.,b8bbedcc-6dbb-4f4c-9d78-11a03e79d3e5,TRUE,0.975,,Fri Feb 19 05:31:51 HKT 2021
3d5e78e1-ce3f-486f-8406-bec56be68462,customer account.Completeness[customer account balance],A customer account must have exactly one customer account balance,b8bbedcc-6dbb-4f4c-9d78-11a03e79d3e5,TRUE,0.985,DD115896,Fri Feb 19 05:31:51 HKT 2021
d0256f70-bc52-4ef6-808c-62a7588d434d,customer account.Completeness[customer account balance] DUPLICATE,A customer account must have exactly one customer account balance.,b8bbedcc-6dbb-4f4c-9d78-11a03e79d3e5,TRUE,0.985,,Fri Feb 19 05:31:51 HKT 2021
7a17151c-7ce3-438b-bc9e-3434a4a71d49,customer account.Completeness[customer account identifier],A customer account must have exactly one customer account identifier.,b8bbedcc-6dbb-4f4c-9d78-11a03e79d3e5,TRUE,0.985,DD120286,Fri Feb 19 05:31:51 HKT 2021
7176992c-a468-44ad-8144-26517b6ff5ea,customer account.Completeness[customer account lifecycle status],A customer account must have exactly one customer account lifecycle status.,b8bbedcc-6dbb-4f4c-9d78-11a03e79d3e5,TRUE,0.975,DD00122106,Fri Feb 19 05:31:51 HKT 2021
2b891d80-a0f2-4cce-b16d-1b08c17d92f3,customer account.Completeness[customer account offset grouping type],A customer account must have exactly one customer account offset grouping type.,b8bbedcc-6dbb-4f4c-9d78-11a03e79d3e5,TRUE,0.975,,Fri Feb 19 05:31:51 HKT 2021
6d223220-7ee1-4f32-bf80-89ae290dac28,Customer Account.Completeness[customer account transaction behaviour category],A customer account must have exactly one customer account transaction behaviour category .,b8bbedcc-6dbb-4f4c-9d78-11a03e79d3e5,TRUE,0.985,DD00122134,Fri Feb 19 05:31:51 HKT 2021
2a6d5093-507e-4e68-9431-934c088f2766,customer account.Completeness[customer account type],A customer account must have exactly one customer account type,b8bbedcc-6dbb-4f4c-9d78-11a03e79d3e5,TRUE,0.985,,Fri Feb 19 05:31:51 HKT 2021
b8f3d437-b994-42d7-bb10-77b5b8ce938d,customer account.Completeness[customer assigned name],A customer account may have a customer assigned name.,b8bbedcc-6dbb-4f4c-9d78-11a03e79d3e5,TRUE,0.985,,Fri Feb 19 05:31:51 HKT 2021
2937f875-db6f-4f70-8ccc-7be6abfa7837,customer account.Completeness[date of last account activity],A customer account must have exactly one date of last account activity.,b8bbedcc-6dbb-4f4c-9d78-11a03e79d3e5,TRUE,0.985,DD120217,Fri Feb 19 05:31:51 HKT 2021
cab172ac-e94e-48a9-99e6-2ea9ae03181a,customer account.Completeness[department code],A customer account must have exactly one department code,b8bbedcc-6dbb-4f4c-9d78-11a03e79d3e5,TRUE,0.985,,Fri Feb 19 05:31:51 HKT 2021
6b201bad-c9e6-4022-87f6-8d10736420d2,customer account.Completeness[domicile country code],A customer account must have exactly one domicile country code,b8bbedcc-6dbb-4f4c-9d78-11a03e79d3e5,TRUE,0.985,DD00122463,Fri Feb 19 05:31:51 HKT 2021
ad2c741d-0c6f-46dc-849d-bf65f94e7da9,customer account.Completeness[equity power mortgage indicator],A customer account must have exactly one equity power mortgage indicator.,b8bbedcc-6dbb-4f4c-9d78-11a03e79d3e5,TRUE,0.975,,Fri Feb 19 05:31:51 HKT 2021
de78d7fd-377f-4c23-b1b4-576269a013c1,customer account.Completeness[excess date],A customer account may have exactly one excess date,b8bbedcc-6dbb-4f4c-9d78-11a03e79d3e5,TRUE,0.985,DD00122458,Fri Feb 19 05:31:51 HKT 2021
c0e5c565-3ed8-40b1-941d-4ddd1ad2a8a8,customer account.Completeness[global business],A customer account must have exactly one global business.,b8bbedcc-6dbb-4f4c-9d78-11a03e79d3e5,TRUE,0.985,DD120220,Fri Feb 19 05:31:51 HKT 2021
d5b5b940-f444-4eeb-bd6a-ed1d95b1bcfa,customer account.Completeness[GRCA nominal account],A customer account must have exactly one GRCA nominal account,b8bbedcc-6dbb-4f4c-9d78-11a03e79d3e5,TRUE,0.985,,Fri Feb 19 05:31:51 HKT 2021
51f04b57-9819-4754-85f0-816d8e8c51fa,customer account.Completeness[group member code],A customer account must have exactly one group member code.,c1022889-d4c2-437b-b677-21a11929cd7c,TRUE,0.985,,Fri Feb 19 05:31:51 HKT 2021
938eca84-a702-4121-a1ab-7df13f61b915,customer account.Completeness[hold amount],A customer account must have exactly one hold amount.,b8bbedcc-6dbb-4f4c-9d78-11a03e79d3e5,TRUE,0.985,,Fri Feb 19 05:31:51 HKT 2021
87dbd1af-7af8-41db-8bf4-04a4d52e2e6f,customer account.Completeness[HSBC organisation unit entity identifier],A customer account must have exactly one HSBC organisation unit entity identifier.,b8bbedcc-6dbb-4f4c-9d78-11a03e79d3e5,TRUE,0.985,DD120221,Fri Feb 19 05:31:51 HKT 2021
25417b52-0a9a-430e-8121-bf553a626f15,customer account.Completeness[indicator],A customer account must have exactly one value for a given indicator,b8bbedcc-6dbb-4f4c-9d78-11a03e79d3e5,TRUE,0.985,,Fri Feb 19 05:31:51 HKT 2021
d7d8d05c-c718-4f7f-8316-588170333848,customer account.Completeness[joint account indicator],A customer account must have exactly one joint account indicator.,c1022889-d4c2-437b-b677-21a11929cd7c,TRUE,0.985,,Fri Feb 19 05:31:51 HKT 2021
de75d317-e2d4-482e-a4c7-154cdd5243b1,customer account.Completeness[last payment date],A customer account may have at most one last payment date.,b8bbedcc-6dbb-4f4c-9d78-11a03e79d3e5,TRUE,0.975,,Fri Feb 19 05:31:51 HKT 2021
1b56922a-1062-4419-8a7d-8f1afd47196c,customer account.Completeness[last statement date],A customer account must have exactly one last statement date.,b8bbedcc-6dbb-4f4c-9d78-11a03e79d3e5,TRUE,0.975,,Fri Feb 19 05:31:51 HKT 2021
42c43aba-21fb-43be-92aa-c0c73963f94b,customer account.Completeness[lowest daily account closing balance amount],A customer account must have exactly one lowest daily account closing balance amount.,b8bbedcc-6dbb-4f4c-9d78-11a03e79d3e5,TRUE,0.985,DD00122091,Fri Feb 19 05:31:51 HKT 2021
0ff21ffd-21da-4fd6-a4cd-c27d4c3127c9,customer account.Completeness[master offset account],A customer account must have exactly one master offset account.,b8bbedcc-6dbb-4f4c-9d78-11a03e79d3e5,TRUE,0.975,,Fri Feb 19 05:31:51 HKT 2021
731011a7-b435-4ba2-9b08-535f74df8318,customer account.Completeness[money laundering risk rating],A customer account must have exactly one money laundering risk rating,b8bbedcc-6dbb-4f4c-9d78-11a03e79d3e5,TRUE,0.985,,Fri Feb 19 05:31:51 HKT 2021
342f6311-57c8-4933-80f7-6b843f051afd,customer account.Completeness[next payment due date],A customer account must have exactly one next payment due date.,b8bbedcc-6dbb-4f4c-9d78-11a03e79d3e5,TRUE,0.975,,Fri Feb 19 05:31:51 HKT 2021
a60ac356-996e-4a01-8c88-5d278a9ab29d,customer account.Completeness[number of months since last bad cheque],A customer account must state the number of months since last bad cheque.,b8bbedcc-6dbb-4f4c-9d78-11a03e79d3e5,TRUE,0.975,DD119223,Fri Feb 19 05:31:51 HKT 2021
fff235f7-0f34-4a52-b75e-15b621ad3253,customer account.Completeness[outstanding account balance floored by zero amount],A customer account must have exactly one outstanding account balance floored by zero amount.,b8bbedcc-6dbb-4f4c-9d78-11a03e79d3e5,TRUE,0.975,,Fri Feb 19 05:31:51 HKT 2021
02eafd01-5bce-4aee-856d-e7f0cc5c541d,customer account.Completeness[outstanding loan balance amount],A customer account must have exactly one outstanding loan balance amount.,b8bbedcc-6dbb-4f4c-9d78-11a03e79d3e5,TRUE,0.985,DD00122384,Fri Feb 19 05:31:51 HKT 2021
6e03b8fd-c758-4670-b66c-522df03773b6,customer account.Completeness[overdrawn account balance amount],A customer account must have exactly one overdrawn account balance amount.,b8bbedcc-6dbb-4f4c-9d78-11a03e79d3e5,TRUE,0.975,,Fri Feb 19 05:31:51 HKT 2021
31c39777-f1b3-408a-94df-09e86c72b8cd,customer account.Completeness[primary account holder residency indicator],A customer account must have exactly one primary account holder residency indicator.,b8bbedcc-6dbb-4f4c-9d78-11a03e79d3e5,TRUE,0.985,DD120136,Fri Feb 19 05:31:51 HKT 2021
eab8c993-b471-468b-9e61-0fff7265f9a5,customer account.Completeness[primary customer],A customer account must have exactly one primary customer,b8bbedcc-6dbb-4f4c-9d78-11a03e79d3e5,TRUE,0.985,,Fri Feb 19 05:31:51 HKT 2021
cb576217-a12d-4ab0-8526-332f2cedba46,customer account.Completeness[product],A customer account must have must have one product.,b8bbedcc-6dbb-4f4c-9d78-11a03e79d3e5,TRUE,0.985,DD120132,Fri Feb 19 05:31:51 HKT 2021
60e7c20a-d7d1-4b73-92dd-828ed821966a,customer account.Completeness[product type],A customer account must have exactly one product type.,b8bbedcc-6dbb-4f4c-9d78-11a03e79d3e5,TRUE,0.985,DD120137,Fri Feb 19 05:31:51 HKT 2021
a32261ba-1ad8-4e29-95ed-335d159aabcb,customer account.Completeness[rating score],A customer account must have exactly one rating score,b8bbedcc-6dbb-4f4c-9d78-11a03e79d3e5,TRUE,0.985,,Fri Feb 19 05:31:51 HKT 2021
4fd41d97-0c1c-4a2f-aea8-d11018ce7961,customer account.Completeness[reporting date],A customer account must have exactly one reporting date,b8bbedcc-6dbb-4f4c-9d78-11a03e79d3e5,TRUE,0.985,DD00122094,Fri Feb 19 05:31:51 HKT 2021
4d2c9ed5-073b-4dda-a32b-d21059e58951,customer account.Completeness[revolving credit indicator],A customer account must have exactly one revolving credit indicator.,b8bbedcc-6dbb-4f4c-9d78-11a03e79d3e5,TRUE,0.975,,Fri Feb 19 05:31:51 HKT 2021
82d88e83-ffa4-4a18-bc05-b01d46bef5af,customer account.Completeness[secured account balance amount],A customer account must have exactly one secured account balance amount.,b8bbedcc-6dbb-4f4c-9d78-11a03e79d3e5,TRUE,0.975,,Fri Feb 19 05:31:51 HKT 2021
6c7399ea-da12-4c69-b684-53bf2c65fc10,customer account.Completeness[service members civil relief act account indicator],A customer account must have exactly one service members civil relief act account indicator,b8bbedcc-6dbb-4f4c-9d78-11a03e79d3e5,TRUE,0.985,,Fri Feb 19 05:31:51 HKT 2021
cd525f07-0f08-4de3-904e-35667e0952fc,Customer Account.Completeness[sort code based account number],A customer account must have exactly one sort code based account number.,b8bbedcc-6dbb-4f4c-9d78-11a03e79d3e5,TRUE,0.985,DD00122130,Fri Feb 19 05:31:51 HKT 2021
f46e6403-2a84-4131-9a44-18aa5dc3650c,customer account.Completeness[withdrawal notice period in days],A customer account must state exactly one withdrawal notice period in days,b8bbedcc-6dbb-4f4c-9d78-11a03e79d3e5,TRUE,0.985,DD114556,Fri Feb 19 05:31:51 HKT 2021
5e0c156c-7c38-4f77-b72a-f4c27780f799,customer account.Consistency[account closed date],A customer account must have the account closed date as recorded in the source for the customer account,c1022889-d4c2-437b-b677-21a11929cd7c,FALSE,0.985,,Fri Feb 19 05:31:51 HKT 2021
1bfd8582-8f33-41f5-bfb0-5fdcaeee3ec5,customer account.Consistency[business system primary customer identifier],A customer account must have the business system primary customer identifier as recorded in the source for the customer account.,b8bbedcc-6dbb-4f4c-9d78-11a03e79d3e5,TRUE,0.985,DD120133,Fri Feb 19 05:31:51 HKT 2021
4025094c-3ab7-488a-97fe-f19e6face589,customer account.Consistency[customer account balance],A customer account must have the customer account balance as recorded in the source for the customer account.,b8bbedcc-6dbb-4f4c-9d78-11a03e79d3e5,TRUE,0.985,,Fri Feb 19 05:31:51 HKT 2021
5fbf70ed-ed9c-4f11-ac56-5cfa69a8af1b,customer account.Consistency[customer account open date],A customer account must have the customer account open date as recorded in the source for the customer account,b8bbedcc-6dbb-4f4c-9d78-11a03e79d3e5,TRUE,0.985,DD120131,Fri Feb 19 05:31:51 HKT 2021
555a8429-24b4-44f4-b0d8-b1101bac1c1a,customer account.Consistency[date of last account activity],A customer account must have the date of last account activity as recorded in the source for the customer account.,b8bbedcc-6dbb-4f4c-9d78-11a03e79d3e5,TRUE,0.985,DD120142,Fri Feb 19 05:31:51 HKT 2021
ddd66191-0976-4d73-a02c-a5903b91da75,customer account.Consistency[global business],A customer account must have the global business as recorded in the source for the customer account.,b8bbedcc-6dbb-4f4c-9d78-11a03e79d3e5,TRUE,0.985,DD120143,Fri Feb 19 05:31:51 HKT 2021
53620fc5-a2e3-432c-9438-214e378793e7,customer account.Consistency[group member code],A customer account must have the group member code as recorded in the source for the customer account,b8bbedcc-6dbb-4f4c-9d78-11a03e79d3e5,TRUE,0.985,,Fri Feb 19 05:31:51 HKT 2021
1bb9b5e8-5ff9-4f22-9a38-8388933d6a4e,customer account.Consistency[HSBC organisation unit entity identifier],A customer account must have the hsbc organisation unit entity identifier as recorded in the source for the customer account.,b8bbedcc-6dbb-4f4c-9d78-11a03e79d3e5,TRUE,0.985,DD120146,Fri Feb 19 05:31:51 HKT 2021
69092add-01af-4226-8232-4cce605c57a2,customer account.Consistency[primary account holder residency indicator],A customer account must have the primary account holder residency indicator as recorded in the source for the customer account.,b8bbedcc-6dbb-4f4c-9d78-11a03e79d3e5,TRUE,0.985,DD120147,Fri Feb 19 05:31:51 HKT 2021
e5694f09-53da-4bd4-baae-ad35002d8423,customer account.Consistency[product],A customer account must have the product as recorded in the source for the customer account.,b8bbedcc-6dbb-4f4c-9d78-11a03e79d3e5,TRUE,0.985,DD120144,Fri Feb 19 05:31:51 HKT 2021
fe07bb8f-28dd-46cc-b6dd-234cb8c68a9f,customer account.Consistency[product type],A customer account must have the product type as recorded in the source for the customer account.,b8bbedcc-6dbb-4f4c-9d78-11a03e79d3e5,TRUE,0.985,DD120218,Fri Feb 19 05:31:51 HKT 2021
c256a012-9387-4f7e-9abe-45f9abf71d75,customer account.Consistency[withdrawal notice period in days],A customer account must have the withdrawal notice period in days as recorded in the source for the customer account.,b8bbedcc-6dbb-4f4c-9d78-11a03e79d3e5,TRUE,0.975,,Fri Feb 19 05:31:51 HKT 2021
ea8d52e7-1d20-4969-80db-9074ea81188d,customer account excluded from transaction monitoring.Completeness[account exempt start date],A customer account excluded from transaction monitoring must have exactly one account exempt start date,b8bbedcc-6dbb-4f4c-9d78-11a03e79d3e5,TRUE,0.985,,Fri Feb 19 05:31:51 HKT 2021
6b04d35b-e362-46d7-8298-23c8dd0a2686,customer account excluded from transaction monitoring.Completenss[account exempt end date],"A customer account excluded from transaction monitoring must have exactly one account exempt end date
 ",b8bbedcc-6dbb-4f4c-9d78-11a03e79d3e5,TRUE,0.985,,Fri Feb 19 05:31:51 HKT 2021
8f51ef3a-5c44-4202-b7a8-1fd09d24e44f,customer account expected credit transaction quantity [Projected Cash Transaction].Completeness1,"


Fail if value is blank or NULL



 ",c1022889-d4c2-437b-b677-21a11929cd7c,FALSE,0.95,,Fri Feb 19 05:31:51 HKT 2021
0fcc0d1f-0335-47d5-8c23-db297aa33dfe,customer account expected credit transaction quantity [Projected Cash Transaction].Validity1,Fail if not an unsigned numeric value,c1022889-d4c2-437b-b677-21a11929cd7c,FALSE,0.95,,Fri Feb 19 05:31:51 HKT 2021
275f8a7f-0d9b-4c5a-8fdc-6c7d4c89c1fd,customer account identifier.Conformity[Identifier],A customer account identifier must conform to the identifier data standard,b8bbedcc-6dbb-4f4c-9d78-11a03e79d3e5,TRUE,0.985,DD00122467,Fri Feb 19 05:31:51 HKT 2021
d453ab17-773b-4974-81a4-d888dadd702e,customer account identifier [customer account].Accuracy.1,Must match with trusted source,be921110-0fc1-482c-9356-ae8e7bad0d75,FALSE,0.95,,Fri Feb 19 05:31:51 HKT 2021
bfe7ccfc-346a-4d97-b3cf-e2c745811130,customer account identifier.Uniqueness[customer],A customer account identifier must identify exactly one customer.,b8bbedcc-6dbb-4f4c-9d78-11a03e79d3e5,TRUE,0.985,DD120222,Fri Feb 19 05:31:51 HKT 2021
7e29463b-3363-48e6-a41f-fd51a42c72b2,customer account identifier.Uniqueness[customer account],A customer account identifier must identify exactly one customer account.,b8bbedcc-6dbb-4f4c-9d78-11a03e79d3e5,TRUE,0.975,DD00121856,Fri Feb 19 05:31:51 HKT 2021
426cf77c-ca73-40b0-af82-00230ae1b58c,customer account identifier.Uniqueness[customer account portfolio],A customer account identifier must identify exactly one customer account portfolio,c1022889-d4c2-437b-b677-21a11929cd7c,FALSE,0.985,,Fri Feb 19 05:31:51 HKT 2021
ec7458f4-9da0-406a-9274-9a3fcd8227da,customer account interest pricing type.Conformity[interest rate],A customer account interest pricing type must conform to the interest rate type data standard.,b8bbedcc-6dbb-4f4c-9d78-11a03e79d3e5,TRUE,0.975,,Fri Feb 19 05:31:51 HKT 2021
6e81706e-cea8-40c3-acac-09fe83d136c1,customer account involvement role.Conformity[customer account involvement role],A customer account involvement role must conform to the customer account involvement role data standard.,b8bbedcc-6dbb-4f4c-9d78-11a03e79d3e5,TRUE,0.975,DD00122369,Fri Feb 19 05:31:51 HKT 2021
5f490754-aca4-4ede-86bc-2806dee1811e,customer account involvement role.Validity,Must be a valid customer account involvement role in customer role in customer account code standard.,b8bbedcc-6dbb-4f4c-9d78-11a03e79d3e5,TRUE,0.985,DD120149,Fri Feb 19 05:31:51 HKT 2021
711d5ed3-21ec-4297-a765-7089ccb703b7,customer account lifecycle status code [Customer Account].Validity1,"


Fail if not a valid Status code



 ",c1022889-d4c2-437b-b677-21a11929cd7c,FALSE,0.95,,Fri Feb 19 05:31:51 HKT 2021
2a3ec91c-d046-4f97-a06d-547431be509d,customer account lifecycle status.Completeness[active or inactive status],A customer account lifecycle status must have exactly one active or inactive status,b8bbedcc-6dbb-4f4c-9d78-11a03e79d3e5,TRUE,0.985,,Fri Feb 19 05:31:51 HKT 2021
f9543e8a-4cec-4425-b575-7a9070537831,customer account lifecycle status.Completeness[customer account lifecycle status code],A customer account lifecycle status must have exactly one customer account lifecycle status code.,b8bbedcc-6dbb-4f4c-9d78-11a03e79d3e5,TRUE,0.985,DD120226,Fri Feb 19 05:31:51 HKT 2021
24a63cab-1573-4f0b-87e9-d25eab216bc6,customer account lifecycle status.Conformity[customer account activity status code standard],A customer account lifecycle status must conform to the customer account activity status code standard.,b8bbedcc-6dbb-4f4c-9d78-11a03e79d3e5,TRUE,0.975,DD00122123,Fri Feb 19 05:31:51 HKT 2021
d398f14a-da89-46c7-afd4-93867cec3b33,customer account lifecycle status.Consistency[customer account lifecycle status],A customer account lifecycle status must have the customer account lifecycle status code as recorded in the source for the customer account lifecycle status.,b8bbedcc-6dbb-4f4c-9d78-11a03e79d3e5,TRUE,0.985,DD120268,Fri Feb 19 05:31:51 HKT 2021
0656b9f8-98e9-4a94-91e2-989507e0d393,customer account lifecycle status.Validity,Must be a valid customer account lifecycle status in customer account lifecycle status code standard.,b8bbedcc-6dbb-4f4c-9d78-11a03e79d3e5,TRUE,0.975,,Fri Feb 19 05:31:51 HKT 2021
8a2135e2-c738-4371-88b3-49255a95272e,customer account offset grouping type.Conformity[customer account offset grouping type],A customer account offset grouping type must conform to the customer account offset grouping type data standard.,b8bbedcc-6dbb-4f4c-9d78-11a03e79d3e5,TRUE,0.975,,Fri Feb 19 05:31:51 HKT 2021
8ddc3d07-41a9-48a9-b875-624be3df48f8,customer account offset grouping type.Validity,Must be a valid customer account offset grouping type in customer account offset grouping type data standard.,b8bbedcc-6dbb-4f4c-9d78-11a03e79d3e5,TRUE,0.975,,Fri Feb 19 05:31:51 HKT 2021
2654eb77-e96a-42aa-862d-189328e2110f,customer account portfolio.Completeness[advisory special indicator],A customer account portfolio must have exactly one advisory special indicator.,c1022889-d4c2-437b-b677-21a11929cd7c,FALSE,0.985,,Fri Feb 19 05:31:51 HKT 2021
96b6ae98-3938-49e1-a83a-84c45dff7e13,customer account portfolio.Completeness[currency code],A customer account portfolio must have exactly one currency code.,b8bbedcc-6dbb-4f4c-9d78-11a03e79d3e5,TRUE,0.98,,Fri Feb 19 05:31:51 HKT 2021
49ab771e-db48-4733-8ddd-e2316157f637,customer account portfolio.Completeness[customer account identifier],A customer account portfolio must have exactly one customer account identifier,b8bbedcc-6dbb-4f4c-9d78-11a03e79d3e5,TRUE,0.985,,Fri Feb 19 05:31:51 HKT 2021
56944b5b-8d40-49f0-a711-164da4f6f371,customer account portfolio.Completeness[customer account lifecycle status],A customer account portfolio must have exactly one customer account lifecycle status.,c1022889-d4c2-437b-b677-21a11929cd7c,FALSE,0.985,,Fri Feb 19 05:31:51 HKT 2021
f8bcc947-b108-4fa5-aba4-b75e5eb441b4,customer account portfolio.Completeness[discretionary indicator],A customer account portfolio may have exactly one discretionary indicator.,b8bbedcc-6dbb-4f4c-9d78-11a03e79d3e5,TRUE,0.98,,Fri Feb 19 05:31:51 HKT 2021
69011c9b-b0eb-405b-8c44-127230387bed,customer account portfolio lifecycle status code.completeness[customer account portfolio],A customer account portfolio must have exactly one customer account portfolio lifecycle status code.,be921110-0fc1-482c-9356-ae8e7bad0d75,FALSE,0.95,,Fri Feb 19 05:31:51 HKT 2021
763a480b-a2d0-4e52-8d3a-b330f5fa2c19,customer account portfolio.uniqueness [internal identifier],A customer account portfolio must identify exactly one internal identifier.,9dc44e31-9e9e-4b86-a28d-52023c4b31a0,FALSE,0.95,,Fri Feb 19 05:31:51 HKT 2021
3279375e-50fe-4410-94f7-f2b25addd445,customer account summary.Accuracy[account summary period start date],A customer account summary must have the account summary period start date as recorded in the authoritative source for the customer account summary.,b8bbedcc-6dbb-4f4c-9d78-11a03e79d3e5,TRUE,0.975,DD121017,Fri Feb 19 05:31:51 HKT 2021
3aaf6856-da73-4ad1-b13e-e3e759919d16,customer account summary.Accuracy[reporting date],A customer account summary must have the reporting date as recorded in the authoritative source for the customer account summary.,b8bbedcc-6dbb-4f4c-9d78-11a03e79d3e5,TRUE,0.985,DD116353,Fri Feb 19 05:31:51 HKT 2021
c67ff163-969c-44f3-b411-e2c85946d6ff,customer account summary.Completeness[account summary period start date],A customer account must have at least one account summary period start date.,b8bbedcc-6dbb-4f4c-9d78-11a03e79d3e5,TRUE,0.985,DD120271,Fri Feb 19 05:31:51 HKT 2021
acf2b66b-3f1a-445c-a5fc-63759ffd2e04,customer account summary.Completeness[reporting date],A customer account summary must have exactly one reporting date,b8bbedcc-6dbb-4f4c-9d78-11a03e79d3e5,TRUE,0.985,DD117968,Fri Feb 19 05:31:51 HKT 2021
9f7722f5-922b-4f1c-832f-0fd4ad1fc0c6,customer account summary.Consistency[account summary period start date],A customer account summary must have the account summary period start date as recorded in the source for the customer account summary.,b8bbedcc-6dbb-4f4c-9d78-11a03e79d3e5,TRUE,0.985,DD120272,Fri Feb 19 05:31:51 HKT 2021
35b4a5fa-38f7-4474-9ec2-12aac6d4415a,customer account summary.Validity_DRAFT,A customer account summary must not be less than the associated account open date.,c1022889-d4c2-437b-b677-21a11929cd7c,FALSE,0.985,DD120206,Fri Feb 19 05:31:51 HKT 2021
88098385-b8d5-45f2-8ca5-0f51b2d268eb,customer account to customer.Accuracy[customer account involvement role],A customer account to customer must have the customer account involvement role as recorded in the authoritative source for the customer account to customer.,b8bbedcc-6dbb-4f4c-9d78-11a03e79d3e5,TRUE,0.975,DD00121874,Fri Feb 19 05:31:51 HKT 2021
bd2147fb-4ea8-4bea-9747-51781dfaec5a,customer account to customer.Accuracy[customer identifier],A customer account to customer must have the customer identifier as recorded in the authoritative source for the customer account to customer.,b8bbedcc-6dbb-4f4c-9d78-11a03e79d3e5,TRUE,0.975,,Fri Feb 19 05:31:51 HKT 2021
06cf6104-5d27-45ac-a44c-12dee56816d6,customer account to customer.Completeness[account identification],A customer account to customer must have exactly one account identification,b8bbedcc-6dbb-4f4c-9d78-11a03e79d3e5,TRUE,0.985,DD00121889,Fri Feb 19 05:31:51 HKT 2021
dfb6ac62-17ee-47c4-8909-4799cab5e099,customer account to customer.Completeness[country of primary operations],A customer account to customer must have exactly one country of primary operations,b8bbedcc-6dbb-4f4c-9d78-11a03e79d3e5,TRUE,0.985,,Fri Feb 19 05:31:51 HKT 2021
ee62aa41-fa87-4ee5-a94f-23b14d8c8caa,customer account to customer.Completeness[customer account involvement role],A customer account to customer must have exactly one customer account involvement role.,b8bbedcc-6dbb-4f4c-9d78-11a03e79d3e5,TRUE,0.985,DD120274,Fri Feb 19 05:31:51 HKT 2021
72358a61-49b2-42dc-9afb-0208bcec4246,customer account to customer.Completeness[customer identifier],A customer account to customer must have exactly one customer identifier.,b8bbedcc-6dbb-4f4c-9d78-11a03e79d3e5,TRUE,0.985,DD120277,Fri Feb 19 05:31:51 HKT 2021
5c9014c8-ced1-47e2-8ce6-13f286064399,customer account to customer.Completeness[customer type],A customer account to customer must have exactly one customer type.,b8bbedcc-6dbb-4f4c-9d78-11a03e79d3e5,TRUE,0.985,DD120291,Fri Feb 19 05:31:51 HKT 2021
ffbb6c6b-c61a-47e9-ae63-96bb9ece2bf3,customer account to customer.Completeness[date of an event],A customer account to customer must have at least one date of an event.,b8bbedcc-6dbb-4f4c-9d78-11a03e79d3e5,TRUE,0.98,,Fri Feb 19 05:31:51 HKT 2021
c9cb082c-7c76-421a-b645-2d79416468e2,customer account to customer.Completeness[date time of an event],A customer account to customer may have one date time of an event,b8bbedcc-6dbb-4f4c-9d78-11a03e79d3e5,TRUE,0.985,,Fri Feb 19 05:31:51 HKT 2021
f87a2376-3886-437e-b0e8-4540d1f7fb01,customer account to customer.Completeness[involvement end date],A customer account to customer must have exactly one involvement end date.,b8bbedcc-6dbb-4f4c-9d78-11a03e79d3e5,TRUE,0.985,DD120278,Fri Feb 19 05:31:51 HKT 2021
b0c3f3b3-9b6a-4c66-b5d2-6ee7ad6a059a,customer account to customer.Completeness[involvement start date],A customer account to customer must have exactly one involvement start date.,b8bbedcc-6dbb-4f4c-9d78-11a03e79d3e5,TRUE,0.985,DD120279,Fri Feb 19 05:31:51 HKT 2021
c45ffde8-37ff-4053-b8c5-cf5c171a4f44,customer account to customer.Completeness[name],A customer account to customer must have a customer name.,b8bbedcc-6dbb-4f4c-9d78-11a03e79d3e5,TRUE,0.985,,Fri Feb 19 05:31:51 HKT 2021
b5ec60df-ac90-49da-9881-7c996e263b90,customer account to customer.Consistency[customer account involvement role],A customer account to customer must have the customer account involvement role as recorded in the source for the customer account to customer.,b8bbedcc-6dbb-4f4c-9d78-11a03e79d3e5,TRUE,0.985,DD120280,Fri Feb 19 05:31:51 HKT 2021
d32f8beb-519b-40d5-a89c-8b2033c0e388,customer account to customer.Consistency[customer identifier],A customer account to customer must have the customer identifier as recorded in the source for the customer account to customer.,b8bbedcc-6dbb-4f4c-9d78-11a03e79d3e5,TRUE,0.985,DD120281,Fri Feb 19 05:31:51 HKT 2021
1a6f2186-b85a-4fca-be56-490cf6f935f1,customer account to customer.Consistency[customer type],A customer account to customer must have the customer type as recorded in the source for the customer account to customer.,b8bbedcc-6dbb-4f4c-9d78-11a03e79d3e5,TRUE,0.985,DD120282,Fri Feb 19 05:31:51 HKT 2021
df076d46-4420-485b-985d-0fee32c3cc1f,customer account to customer.Consistency[involvement end date],A customer account to customer must have the involvement end date as recorded in the source for the customer account to customer,b8bbedcc-6dbb-4f4c-9d78-11a03e79d3e5,TRUE,0.985,DD120285,Fri Feb 19 05:31:51 HKT 2021
04c5f594-3806-4a41-8f8b-609764cca1cf,customer account to customer.Consistency[involvement start date],A customer account to customer must have the involvement start date as recorded in the source for the customer account to customer.,b8bbedcc-6dbb-4f4c-9d78-11a03e79d3e5,TRUE,0.985,DD120284,Fri Feb 19 05:31:51 HKT 2021
8cd01f63-27e6-42d9-ad6a-b20aa4878a97,customer account to customer.Validity,Must be a valid customer type in Customer Relationship Identifier data standard,c1022889-d4c2-437b-b677-21a11929cd7c,FALSE,0.98,,Fri Feb 19 05:31:51 HKT 2021
